no,city,location,income,eggette,cbrick,gas,diesel,lgas,ngas,cgas,faeces,jg,fw,op,eu,euo,ekg,et,etc,cbu,cbuo,cbkg,cbt,cbtc,gu,guo,gl,gt,gtc,du,duo,dl,dt,dtc,lgu,lguo,lgkg,lgt,lgtc,ngt,ngtc,cgt,cgtc,fu,fuo,fkg,ft,ftc,jgu,jguo,jgkg,jgt,jgtc,fwu,fwuo,fwkg,fwt,fwtc,opu,opuo,opkg,opcm,opl,opt,optc
16798,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16800,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
16802,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,,,,,,,,,
16807,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,500.0,2,,,,,,,,
16809,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,,,,,,,,,
16813,2,云南省,-1.0,0,1,0,0,0,0,0,0,1,1,,,,,,,斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,,,捆,,30.0,,,,,,,,,
16822,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16828,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,20,,,度,1.0,0.0,0.0,300,800
16847,2,云南省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,,,,,,,,,
16851,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16854,2,云南省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,,,,,,,
16855,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,1800,900
16860,2,云南省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,15.0,1200,,,,,,,,
16868,2,云南省,0.0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,升,,,160,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16869,2,云南省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,200.0,1,500,,,,,,,
16870,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,度,1.0,0.0,0.0,4800,3000
16872,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16875,2,云南省,0.0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,升,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,350.0,1,,,,,,,,
16882,2,云南省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16886,2,陕西省,0.0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,升,,,1000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16894,1,陕西省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3000,,,,,,,,,,,,,,,,,,,,,,,,
16898,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,4,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16899,1,陕西省,-1.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,500,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16902,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
16903,2,陕西省,-2.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,2000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16909,1,陕西省,-1.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16913,1,陕西省,0.0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,升,,,,,,,,,,,,,,,400,800,,,,,,,,,,,,,,,,,,,,,,,,
16916,1,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,2000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16921,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,100,,,,,,,,
16931,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,500,,,,,,,,
16935,1,陕西省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,板车,,250.0,5,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16939,2,陕西省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,40,,,,,,,,
16943,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,公斤,,,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,50.0,10,,,,,,,,
16949,1,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16952,1,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,拖拉机,,2000.0,1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16957,1,陕西省,1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
16958,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,15.3000001907349,,,,,,,,,
16961,1,陕西省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,
16966,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,40.0,50,,,,,,,,
16972,2,陕西省,1.0,1,0,0,0,0,0,0,0,0,0,,,吨,1000.0,30,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16983,2,陕西省,0.0,0,1,0,1,0,0,0,0,0,1,,,,,,,,吨,1000.0,3,1000,,,,,,升,,,420,2500,,,,,,,,,,,,,,,,,,,,筐,,3.0,,,,,,,,,
16988,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,拖拉机,,1000.0,2,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,55,,,,,,,,
16989,2,陕西省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16993,2,陕西省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,0.0,,,,,,,,,
16994,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1000,,,,,,,,,,,,,,,,,,,,,,,,
17001,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1000,,,,,,,,,,,,,,,,,,,,,,,,
17011,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,35.0,60,,,,,,,,
17012,1,陕西省,-1.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17019,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,
17021,2,陕西省,-2.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,100.0,50,,,,,,,,
17025,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,2000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17042,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,3000,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17044,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,30,,,,,,,,
17046,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,1000,,,,,,,,
17047,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,2000.0,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,100.0,50,,,,,,,,
17055,1,陕西省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1600,,,,,,,,,,,,,,,,,,,,,,,,
17059,1,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,公斤,,,1000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,0.0,100,,,,,,,,
17063,1,陕西省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17066,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17070,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,1000.0,1,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,1000.0,1,,,,,,,,
17074,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17076,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17078,1,陕西省,0.0,1,0,0,0,0,0,0,0,0,0,,公斤,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17080,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,30.0,50,,,,,,,,
17083,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,6000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17099,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,20,,,,,,,,
17104,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300,600,,,,,,,,,,,,,,,,,,,,,,,,
17107,1,陕西省,-1.0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,5.0,,,捆,,5.0,,,,,,,,,
17108,2,陕西省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17110,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17113,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,40.0,365,,,,,,,,
17116,2,陕西省,-2.0,0,1,0,0,0,0,0,0,1,0,,,,,,,公斤,,,1,500,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,500,,,,,,,,,,,,,
17118,1,陕西省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100,400,,,,,,,,,,,,,,,,,,,,,,,,
17120,2,陕西省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,5,500,,,,,,,,,,,,,,,,,,,,,,,,,,
17121,2,陕西省,0.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30.0,4,400,,,,,,,,,,,,,,,,,,,,,,,,,,
17131,2,陕西省,0.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,50,,,,,,,,,,,,,
17134,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,20,,,,,,,,
17151,2,陕西省,-1.0,1,0,0,0,0,0,0,0,0,1,,个,,0.5,300,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,90,,,,,,,,
17153,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17155,2,陕西省,0.0,1,0,0,0,1,0,0,0,0,0,,个,,0.5,4000,8000,,,,,,,,,,,,,,,,,,5.0,2,96,,,,,,,,,,,,,,,,,,,,,,,,,,
17156,1,陕西省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,500,,,,,,,,,,,,,,,,,,,,,,,,
17158,2,陕西省,1.0,1,0,0,0,0,0,0,0,0,1,,个,,1.0,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,365,,,,,,,,
17171,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,1000.0,2.5,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,10.0,,,,,,,,,
17174,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,20.0,100,,,,,,,,
17178,1,陕西省,-1.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
17183,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,公斤,,,1000,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,365,,,,,,,,
17188,1,陕西省,0.0,0,1,0,0,0,0,0,0,1,1,,,,,,,公斤,,,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,,,筐,,25.0,100,,,,,,,,
17190,1,陕西省,1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,拖拉机,,2000.0,1,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17197,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,1.0,20,,,,,,,,
17202,2,陕西省,0.0,1,0,0,0,0,0,0,0,0,1,,,吨,1000.0,2,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,10.0,,,,,,,,,
17207,2,陕西省,1.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17208,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17209,2,陕西省,-1.0,0,1,0,0,0,0,0,0,1,1,,,,,,,公斤,,,1000,600,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,5500,,板车,,500.0,2,,,,,,,,
17213,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,2000,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17219,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,1000.0,3,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,拖拉机,,500.0,2,,,,,,,,
17224,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,100,,,,,,,,
17225,1,陕西省,1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
17227,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,900,,,,,,,,,,,,,,,,,,,,,,,,
17228,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,600,,,,,,,,,,,,,,,,,,,,,,,,
17231,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,200.0,3,,,,,,,,
17237,1,陕西省,1.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,
17243,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,600,1200,,,,,,,
17245,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,斤,,,3000,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,10.0,100,,,,,,,,
17248,2,陕西省,0.0,1,0,0,0,0,0,0,0,0,1,,拖拉机,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,,,,,,,,,
17250,2,陕西省,0.0,0,1,0,0,0,0,0,0,1,1,,,,,,,板车,,800.0,.5,300,,,,,,,,,,,,,,,,,,,,,,,,,板车,,250.0,,,板车,,250.0,4,,,,,,,,
17253,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1050,,,,,,,,,,,,,,,,,,,,,,,,
17254,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17262,2,陕西省,0.0,0,1,0,0,0,0,0,0,1,1,,,,,,,,吨,1000.0,3,1800,,,,,,,,,,,,,,,,,,,,,,,,,筐,,4.0,700,,筐,,4.0,700,,,,,,,,
17271,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,5.0,50,,,,,,,,
17282,1,陕西省,0.0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400,800,,,,,,,,,,,,,,,,,,,,,,,,
17284,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,1000.0,2,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,50,,,,,,,,
17287,2,陕西省,-1.0,1,0,1,0,0,0,0,0,0,1,,,吨,1000.0,3,1200,,,,,,升,,,200,3000,,,,,,,,,,,,,,,,,,,,,,,,,板车,,300.0,2,,,,,,,,
17304,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,2000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17309,2,陕西省,-1.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.0,4,570,,,,,,,,,,,,,,,,,,,,,,,,,,
17320,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,100.0,,,,,,,,,
17323,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,40.0,70,,,,,,,,
17327,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斤,,,2000,200,,,,,,,
17337,2,陕西省,-1.0,1,0,0,0,0,0,0,0,1,0,,个,,0.5,500,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,250.0,6,,,,,,,,,,,,,
17340,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,1000.0,2,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,15.0,,,,,,,,,
17344,2,陕西省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,,吨,1000.0,2,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17347,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,120.0,4,,,,,,,,
17349,2,陕西省,-1.0,0,1,1,1,0,0,1,0,0,0,,,,,,,公斤,,,,,升,,,250,2000,升,,,500,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17352,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,120.0,4,,,,,,,,
17353,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,50.0,100,,,,,,,,
17367,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,板车,,250.0,8,,,,,,,,
17371,2,陕西省,-1.0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,40.0,365,,,,,,,,
17380,2,陕西省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17393,2,陕西省,-1.0,0,1,0,0,0,0,0,0,0,1,,,,,,,,吨,1000.0,2.5,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堆,,0.5,2,,,,,,,,
17395,2,陕西省,0.0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,拖拉机,,200.0,4,,,,,,,,,,,,,
17407,2,甘肃省,-1.0,1,1,0,0,0,0,0,1,1,1,,斤,,,1000,1000,斤,,,1000,300,,,,,,,,,,,,,,,,,,,,筐,,10.0,360,,捆,,15.0,200,,斤,,,1000,,,,,,,,
17417,1,甘肃省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,公斤,,,1000,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17421,2,甘肃省,0.0,0,1,0,0,0,0,0,0,0,0,,,,,,,,吨,1000.0,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17427,2,甘肃省,0.0,0,1,0,0,0,0,0,0,1,0,,,,,,,筐,,100.0,2,100,,,,,,,,,,,,,,,,,,,,,,,,,拖拉机,,200.0,10,,,,,,,,,,,,,
17428,2,甘肃省,-1.0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,10.0,2,240,,,,,堆,,200.0,5,,捆,,100.0,20,,,,,,,,,,,,,
17438,1,甘肃省,-1.0,0,0,0,0,1,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,公斤,,,15,150,,,,,,,,,,,,,,,,,,,,,,,,,,
17440,2,甘肃省,-2.0,0,1,0,0,0,0,0,0,0,0,,,,,,,,吨,1000.0,1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17442,2,甘肃省,-2.0,1,1,0,0,0,0,0,0,1,1,,斤,,,2500,1000,斤,,,1000,425,,,,,,,,,,,,,,,,,,,,,,,,,板车,,250.0,3,,板车,,250.0,1,,,,,,,,
17443,2,甘肃省,-2.0,1,0,0,0,0,0,0,0,0,1,,个,,9.99999974737875e-05,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,捆,,0.025000000372529,10,,,,,,,,
17446,2,甘肃省,-1.0,0,1,0,0,0,0,0,0,0,0,,,,,,,斤,,,500,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17448,1,甘肃省,1.0,1,0,0,0,0,0,0,0,0,0,,板车,,250.0,5,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17462,2,甘肃省,-1.0,0,1,0,0,0,0,0,0,1,0,,,,,,,公斤,,,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,公斤,,,1000,,,,,,,,,,,,,
17464,1,甘肃省,-2.0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,公斤,,,40,380,,,,,,,,,,,,,,,,,,,,,,,,,,
17472,1,甘肃省,0.0,0,0,0,0,0,0,0,0,0,0,电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17474,2,甘肃省,-1.0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,筐,,15.0,200,,堆,,5.0,200,,,,,,,,,,,,,
17479,1,甘肃省,0.0,0,1,0,1,0,0,0,0,0,1,,,,,,,公斤,,,1000,1000,,,,,,升,,,100,500,,,,,,,,,,,,,,,,,,,,捆,,80.0,50,,,,,,,,
